,Open,High,Low,Close,Adj Close,Volume,Percent_Day_Change,date_UTC
2021-11-02 09:30:00-04:00,460.3999938964844,461.42999267578125,460.0799865722656,461.2200012207031,461.2200012207031,9882061,0.17810758798644244,2021-11-02 14:00
2021-11-02 10:30:00-04:00,461.2200012207031,461.82000732421875,461.0799865722656,461.7900085449219,461.7900085449219,6020298,0.12358686152165177,2021-11-02 15:00
2021-11-02 11:30:00-04:00,461.7900085449219,462.22210693359375,461.07000732421875,461.69000244140625,461.69000244140625,5203568,-0.02165618607270492,2021-11-02 16:00
2021-11-02 12:30:00-04:00,461.70001220703125,462.1000061035156,461.54998779296875,461.54998779296875,461.54998779296875,3618503,-0.03249391598353357,2021-11-02 17:00
2021-11-02 13:30:00-04:00,461.4501037597656,461.7850036621094,461.2200927734375,461.4549865722656,461.4549865722656,4870370,0.0010581452816182946,2021-11-02 18:00
2021-11-02 14:30:00-04:00,461.45001220703125,462.0,461.32000732421875,461.80499267578125,461.80499267578125,4620265,0.07692717723686293,2021-11-02 19:00
2021-11-02 15:30:00-04:00,461.79998779296875,462.0400085449219,461.3699951171875,461.8699951171875,461.8699951171875,8289455,0.015159663505692755,2021-11-02 20:00
2021-11-03 09:30:00-04:00,461.2200012207031,461.6700134277344,460.8299865722656,461.260009765625,461.260009765625,7128513,0.008674503450833981,2021-11-03 14:00
2021-11-03 10:30:00-04:00,461.25,461.55999755859375,461.0799865722656,461.18499755859375,461.18499755859375,3168620,-0.01409267022357552,2021-11-03 15:00
2021-11-03 11:30:00-04:00,461.19000244140625,461.5299987792969,461.0400085449219,461.3699951171875,461.3699951171875,2195879,0.039027878928088455,2021-11-03 16:00
2021-11-03 12:30:00-04:00,461.3800048828125,461.510009765625,461.07000732421875,461.2950134277344,461.2950134277344,1755537,-0.018421139663327146,2021-11-03 17:00
2021-11-03 13:30:00-04:00,461.2900085449219,462.7200012207031,460.8599853515625,462.3500061035156,462.3500061035156,8598542,0.22978983696988475,2021-11-03 18:00
2021-11-03 14:30:00-04:00,462.3630065917969,464.42999267578125,462.0400085449219,464.2318115234375,464.2318115234375,11094897,0.4041856517492892,2021-11-03 19:00
2021-11-03 15:30:00-04:00,464.239990234375,465.1499938964844,464.1300048828125,464.7300109863281,464.7300109863281,11300456,0.10555332635298065,2021-11-03 20:00
2021-11-04 09:30:00-04:00,465.3599853515625,466.9949951171875,464.989990234375,466.6600036621094,466.6600036621094,9861088,0.2793575622031197,2021-11-04 14:00
2021-11-04 10:30:00-04:00,466.67999267578125,467.0,465.25,465.3299865722656,465.3299865722656,7274648,-0.28927876161460864,2021-11-04 15:00
2021-11-04 11:30:00-04:00,465.3349914550781,466.489990234375,465.1700134277344,465.95001220703125,465.95001220703125,5452042,0.1321673124193845,2021-11-04 16:00
2021-11-04 12:30:00-04:00,465.9599914550781,466.0899963378906,465.5,466.0799865722656,466.0799865722656,3494109,0.025752236112119853,2021-11-04 17:00
2021-11-04 13:30:00-04:00,466.0799865722656,466.4049987792969,465.6000061035156,466.05999755859375,466.05999755859375,6397705,-0.004288751769598864,2021-11-04 18:00
2021-11-04 14:30:00-04:00,466.05999755859375,466.2799987792969,465.5400085449219,465.9800109863281,465.9800109863281,4923922,-0.017162290839078942,2021-11-04 19:00
2021-11-04 15:30:00-04:00,465.989990234375,466.9100036621094,465.5799865722656,466.8800048828125,466.8800048828125,8914764,0.19099437049920898,2021-11-04 20:00
2021-11-05 09:30:00-04:00,469.17999267578125,470.6499938964844,469.0,469.9700012207031,469.9700012207031,14141159,0.1683806976543023,2021-11-05 14:00
2021-11-05 10:30:00-04:00,469.9700012207031,470.364990234375,469.57000732421875,469.6099853515625,469.6099853515625,5333947,-0.07660401051248211,2021-11-05 15:00
2021-11-05 11:30:00-04:00,469.6000061035156,470.05999755859375,469.239990234375,469.5,469.5,7350672,-0.021296018359417968,2021-11-05 16:00
2021-11-05 12:30:00-04:00,469.489990234375,469.6700134277344,466.9200134277344,466.92999267578125,466.92999267578125,6648527,-0.5452720210958661,2021-11-05 17:00
2021-11-05 13:30:00-04:00,466.92999267578125,468.739990234375,466.9200134277344,468.6400146484375,468.6400146484375,7899098,0.36622662914773674,2021-11-05 18:00
2021-11-05 14:30:00-04:00,468.489990234375,468.80999755859375,467.9800109863281,468.2698974609375,468.2698974609375,4844305,-0.04697918376599386,2021-11-05 19:00
2021-11-05 15:30:00-04:00,468.260009765625,469.1600036621094,468.1650085449219,468.489990234375,468.489990234375,11268430,0.049113839310144236,2021-11-05 20:00
2021-11-08 09:30:00-05:00,469.6099853515625,470.2300109863281,468.86749267578125,469.38128662109375,469.38128662109375,9485737,-0.048699716275735216,2021-11-08 14:00
2021-11-08 10:30:00-05:00,469.3699951171875,469.70001220703125,468.6400146484375,469.2300109863281,469.2300109863281,4826312,-0.02982383456880955,2021-11-08 15:00
2021-11-08 11:30:00-05:00,469.2300109863281,469.3500061035156,468.2030944824219,468.6000061035156,468.6000061035156,3767028,-0.13426355264195555,2021-11-08 16:00
2021-11-08 12:30:00-05:00,468.6050109863281,468.9800109863281,468.2300109863281,468.8500061035156,468.8500061035156,3983739,0.052281796276965053,2021-11-08 17:00
2021-11-08 13:30:00-05:00,468.8399963378906,469.45001220703125,468.6600036621094,468.9549865722656,468.9549865722656,3299029,0.024526541095726273,2021-11-08 18:00
2021-11-08 14:30:00-05:00,468.9599914550781,469.4800109863281,468.9100036621094,469.0899963378906,469.0899963378906,4786041,0.027721956069037823,2021-11-08 19:00
2021-11-08 15:30:00-05:00,469.0799865722656,469.31640625,468.5400085449219,468.9599914550781,468.9599914550781,9900616,-0.02558095007726413,2021-11-08 20:00
2021-11-09 09:30:00-05:00,469.32000732421875,469.57000732421875,466.1499938964844,467.20001220703125,467.20001220703125,15361838,-0.4517163308835781,2021-11-09 14:00
2021-11-09 10:30:00-05:00,467.20001220703125,467.9800109863281,466.30999755859375,466.69000244140625,466.69000244140625,6558876,-0.10916304629696727,2021-11-09 15:00
2021-11-09 11:30:00-05:00,466.67999267578125,467.4949951171875,465.8800048828125,466.4200134277344,466.4200134277344,5655536,-0.0557082480772797,2021-11-09 16:00
2021-11-09 12:30:00-05:00,466.4100036621094,467.19000244140625,466.2799987792969,466.5799865722656,466.5799865722656,4472535,0.0364449537577638,2021-11-09 17:00
2021-11-09 13:30:00-05:00,466.5799865722656,467.05999755859375,465.94000244140625,466.69000244140625,466.69000244140625,5805421,0.023579208775936777,2021-11-09 18:00
2021-11-09 14:30:00-05:00,466.67999267578125,467.19000244140625,466.55999755859375,466.80999755859375,466.80999755859375,4032606,0.027857393685781773,2021-11-09 19:00
2021-11-09 15:30:00-05:00,466.80999755859375,467.4949951171875,466.5299987792969,467.3800048828125,467.3800048828125,6253750,0.12210692298790793,2021-11-09 20:00
2021-11-10 09:30:00-05:00,465.5799865722656,467.3800048828125,465.30999755859375,466.92999267578125,466.92999267578125,9887182,0.28996222828536755,2021-11-10 14:00
2021-11-10 10:30:00-05:00,466.92999267578125,467.29998779296875,466.6499938964844,466.7300109863281,466.7300109863281,5026098,-0.042829052018511504,2021-11-10 15:00
2021-11-10 11:30:00-05:00,466.7200012207031,466.968994140625,466.07000732421875,466.0704040527344,466.0704040527344,4331091,-0.13918348608795705,2021-11-10 16:00
2021-11-10 12:30:00-05:00,466.0799865722656,466.42999267578125,464.5,465.04998779296875,465.04998779296875,8127502,-0.2209918488180307,2021-11-10 17:00
